apt-type,city,address,rooms,floor,size,price,apt-link,attributes
בית פרטי/ קוטג',הרצליה,צלע דרום 6,8,קרקע,430,35000,https://www.yad2.co.il/realestate/item/ontu38va?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=64,"2 מרפסות, 4 חדרי מקלחת, 4 כיווני אוויר"
דירה,חיפה,בית אל 2,3.5,קרקע,75,3100,https://www.yad2.co.il/realestate/item/fiiol63z?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=64,"נוף פתוח לפארק, קרוב לפארק, בהזדמנות"
יחידת דיור,אשדוד,ישראל גלעדי 1,2,קרקע,45,3990,https://www.yad2.co.il/realestate/item/xd6a85g8?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=64,"ממ""ד, בניין משופץ, בהזדמנות"
דירה,חריש,ברקת 6,5,1,123,4400,https://www.yad2.co.il/realestate/item/3o83aqpa?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=64,"ממ""ד, 3 כיווני אוויר, חניה"
דירה,באר שבע,שדרות יוהנה ז'בוטינסקי 15,4,7,97,3800,https://www.yad2.co.il/realestate/item/0991dc4o?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=64,"ממ""ד, נוף פתוח לעיר, חניה"
דירה,תל אביב יפו,דרך משה דיין 53,3,3,72,7279,https://www.yad2.co.il/realestate/item/fvqytv1g?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=64,"3 כיווני אוויר, נוף פתוח לפארק, חניה"
גג/ פנטהאוז,כפר סבא,תל חי 49,5,3,200,7000,https://www.yad2.co.il/realestate/item/086sy6hl?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=64,"3 כיווני אוויר, נוף פתוח לעיר, חניה"
דירה,בת ים,הרב ניסנבאום 37,4,4,124,7500,https://www.yad2.co.il/realestate/item/hbmfbco8?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=64,"ממ""ד, 3 כיווני אוויר, חניה"
דירה,חולון,הכנסת 1,3,4,66,4500,https://www.yad2.co.il/realestate/item/2q3cxizd?opened-from=feed&component-type=main_feed&spot=standard&location=1&pagination=65,"3 כיווני אוויר, חניה, נכס עורפי"
בית פרטי/ קוטג',חדרה,שדרות מנחם בגין 1,3.5,קרקע,120,7500,https://www.yad2.co.il/realestate/item/6e0nipp6?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=65,"ממ""ד, נוף פתוח לים, חניה"
דירה,חיפה,פרץ מרקיש 18,3,6,75,3500,https://www.yad2.co.il/realestate/item/su7rmjix?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=65,"נוף פתוח לעיר, חניה, בניין משופץ"
דירה,תל אביב יפו,מבשר 53,2,1,40,3700,https://www.yad2.co.il/realestate/item/c5jg3v0f?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=65,"ייחודי, חבל לפספס, בהזדמנות"
דירה,תל אביב יפו,פטאי 13,3,2,70,7100,https://www.yad2.co.il/realestate/item/hktr4oxs?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=65,"3 כיווני אוויר, נוף פתוח לפארק, קרוב לפארק"
דירה,חולון,אילת 66,4,6,110,6900,https://www.yad2.co.il/realestate/item/bjiepziw?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=65,"ממ""ד, חניה, חדש מקבלן"
דירה,בת ים,כצנלסון 13,4,4,110,4600,https://www.yad2.co.il/realestate/item/zfuum8xb?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=65,"3 כיווני אוויר, נוף פתוח לעיר, חניה"
דירה,חיפה,דרך אלנבי 82,3,4,55,35500,https://www.yad2.co.il/realestate/item/4uhvrhmq?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=65,"3 כיווני אוויר, נוף פתוח לעיר, בהזדמנות"
דירה,רעננה,היובל 22,5,5,130,7300,https://www.yad2.co.il/realestate/item/42gy3yz1?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=65,"3 כיווני אוויר, נוף פתוח לעיר, חניה"
דירת גן,הרצליה,שמואל הנגיד 22,4.5,קרקע,230,12500,https://www.yad2.co.il/realestate/item/wdxgy3ja?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=65,"3 כיווני אוויר, חניה, חדש מקבלן"
דירה,שדרות,ברית ערים 5,4,4,90,2800,https://www.yad2.co.il/realestate/item/dsksgfpe?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=65,"ממ""ד, 3 כיווני אוויר, נוף פתוח לעיר"
דירה,אשדוד,אברהם שפירא 23,3,1,76,4500,https://www.yad2.co.il/realestate/item/i8chyqn5?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=65,"נוף פתוח לעיר, חניה, בניין משופץ"
בית פרטי/ קוטג',עפולה,יצחק שדה 64,10,קרקע,640,לא צוין מחיר,https://www.yad2.co.il/realestate/item/gr2tuts6?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=65,"ממ""ד, 4 כיווני אוויר, נוף פתוח לעיר"
דירה,נתניה,משמר הירדן 20,4,4,112,7500,https://www.yad2.co.il/realestate/item/h4rc30v6?opened-from=feed&component-type=main_feed&spot=standard&location=1&pagination=66,"ממ""ד, בניין משופץ, בהזדמנות"
דירה,קרית שמונה,הרב יוסף משאש 6,3,6,70,3400,https://www.yad2.co.il/realestate/item/v66ejka4?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=66,"נוף פתוח לפארק, חבל לפספס, בהזדמנות"
דירה,חיפה,הפרחים 11,4,10,75,4200,https://www.yad2.co.il/realestate/item/vz9ndhb1?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=66,"ממ""ד, נוף פתוח לים, חניה"
דופלקס,קרני שומרון,התוף 7,5.5,1,124,4500,https://www.yad2.co.il/realestate/item/qnxuenyt?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=66,"2 מרפסות, 3 חדרי מקלחת, 3 כיווני אוויר"
דירה,דימונה,מרחבים 1180,4,3,90,2700,https://www.yad2.co.il/realestate/item/x9i8mpir?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=66,"חניה, בניין משופץ, בהזדמנות"
דירה,דימונה,הרב אלנקווה 1323,3.5,1,90,2500,https://www.yad2.co.il/realestate/item/2by704gi?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=66,"3 כיווני אוויר, נוף פתוח לעיר, חניה"
דירה,חולון,הרב יצחק הלוי 8,3.5,4,90,4700,https://www.yad2.co.il/realestate/item/8botpdfv?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=66,"3 כיווני אוויר, נוף פתוח לעיר, חניה"
גג/ פנטהאוז,גבעת שמואל,נחום סוקולוב 5,6,2,200,13900,https://www.yad2.co.il/realestate/item/g4gl4wu3?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=66,"2 מרפסות, 4 חדרי מקלחת, 3 כיווני אוויר"
דירה,חולון,סוקולוב 49,4,4,100,5750,https://www.yad2.co.il/realestate/item/lug4mjua?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=66,"2 מרפסות, 3 כיווני אוויר, חניה"
דירה,תל אביב יפו,עמוס 18,1.5,קרקע,30,לא צוין מחיר,https://www.yad2.co.il/realestate/item/51zloqec?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=66,"נכס עורפי, קרוב לפארק, בהזדמנות"
דירה,מעלות תרשיחא,הרצל 156,4,1,75,2500,https://www.yad2.co.il/realestate/item/gl1m2h1x?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=66,"נוף פתוח לפארק, חניה, נכס עורפי"
בית פרטי/ קוטג',כמון,המרעה 4,5,קרקע,500,6500,https://www.yad2.co.il/realestate/item/1jh7d7rz?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=66,"3 מרפסות, 4 כיווני אוויר, חניה"
דירה,תל אביב יפו,אשרמן 8,3.5,3,80,5500,https://www.yad2.co.il/realestate/item/vh558aj1?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=66,"2 מרפסות, 3 כיווני אוויר, חניה"
דיור מוגן,ירושלים,גואטמלה 3,1.5,3,40,1400,https://www.yad2.co.il/realestate/item/i5pz9xa7?opened-from=feed&component-type=main_feed&spot=standard&location=1&pagination=67,"נוף פתוח לעיר, קרוב לפארק, בהזדמנות"
דירה,הרצליה,אוסישקין 12,1.5,קרקע,70,4990,https://www.yad2.co.il/realestate/item/06763k87?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=67,"ממ""ד, חניה, בהזדמנות"
דירה,נתניה,הרב יוסף ריבלין 8,3.5,2,102,4900,https://www.yad2.co.il/realestate/item/0qalrsiz?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=67,"2 מרפסות, 3 כיווני אוויר, קרוב לים"
דירה,פתח תקווה,דרך זאב ז'בוטינסקי 4,5,7,160,9700,https://www.yad2.co.il/realestate/item/z8siu1vd?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=67,"ממ""ד, חניה, חדש מקבלן"
דירה,תל אביב יפו,בית אשל 7,1,1,60,3500,https://www.yad2.co.il/realestate/item/zq7hbjz1?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=67,"קרוב לים, חבל לפספס, בהזדמנות"
יחידת דיור,רקפת,דולב 27,2,1,50,3000,https://www.yad2.co.il/realestate/item/k5rplqpb?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=67,"ממ""ד, חניה, נכס חדש"
דופלקס,רמת גן,שדרות ירושלים 64,6,3,160,8400,https://www.yad2.co.il/realestate/item/ak4zch4k?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=67,"3 כיווני אוויר, נוף פתוח לעיר, נכס עורפי"
בית פרטי/ קוטג',פרדס חנה כרכור,חשמונאים 115,6,קרקע,310,8000,https://www.yad2.co.il/realestate/item/hu33ujji?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=67,"3 מרפסות, 4 כיווני אוויר, חניה"
דירה,קרית אונו,תנועת המרי 2,4,7,118,6500,https://www.yad2.co.il/realestate/item/msedkx2w?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=67,"3 כיווני אוויר, נוף פתוח לעיר, חניה"
דירה,קרית מוצקין,"ש""י עגנון 12",5,16,165,6300,https://www.yad2.co.il/realestate/item/cf53grn0?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=67,"3 חדרי מקלחת, ממ""ד, חניה"
דירה,נתניה,אמנון ליפקין שחק 10,5,11,118,8200,https://www.yad2.co.il/realestate/item/5m7xjo6j?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=67,"3 כיווני אוויר, חניה, חדש מקבלן"
דירה,חיפה,התמר 16,3,1,70,3600,https://www.yad2.co.il/realestate/item/cengsevm?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=67,"3 כיווני אוויר, נוף פתוח לפארק, חניה"
דירה,חיפה,אלברט איינשטיין 13,3,1,68,3200,https://www.yad2.co.il/realestate/item/1uqbx0pf?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=67,"נוף פתוח לעיר, בניין משופץ, בהזדמנות"
דירה,נתניה,טרומפלדור 18,3,1,70,4100,https://www.yad2.co.il/realestate/item/tekgbiqk?opened-from=feed&component-type=main_feed&spot=standard&location=1&pagination=68,"3 כיווני אוויר, נוף פתוח לפארק, נכס עורפי"
דירה,רמת גן,הירדן 31,2,3,34,3700,https://www.yad2.co.il/realestate/item/d6f08h8h?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=68,"נוף פתוח לעיר, בניין משופץ, בהזדמנות"
דירה,הרצליה,לוין שמעון זאב 28,5,5,130,9450,https://www.yad2.co.il/realestate/item/z2w3ls1l?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=68,"2 מרפסות, 3 כיווני אוויר, נוף פתוח לפארק"
יחידת דיור,ראשון לציון,שמשון 3,2,1,40,5000,https://www.yad2.co.il/realestate/item/zllxfw05?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=68,"נוף פתוח לעיר, חבל לפספס, בהזדמנות"
דירה,נתניה,לבונטין 14,3.5,3,125,4500,https://www.yad2.co.il/realestate/item/vli46j26?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=68,"2 מרפסות, 3 כיווני אוויר, חניה"
גג/ פנטהאוז,תל אביב יפו,משה שרת 36,5,6,220,31000,https://www.yad2.co.il/realestate/item/erueo5yq?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=68,"3 חדרי מקלחת, 3 כיווני אוויר, חדש מקבלן"
דירה,קרית ביאליק,התמרים 4,3.5,2,110,4500,https://www.yad2.co.il/realestate/item/n9trfm87?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=68,"3 כיווני אוויר, נוף פתוח לעיר, חניה"
יחידת דיור,כפר יונה,האלון 21,3,קרקע,101,4500,https://www.yad2.co.il/realestate/item/af4mxlk3?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=68,"ממ""ד, 3 כיווני אוויר, נכס חדש"
דירה,רמלה,יעקב דורי 6,5,14,151,6400,https://www.yad2.co.il/realestate/item/4q1szhwa?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=68,"ממ""ד, נוף פתוח לפארק, חניה"
בית פרטי/ קוטג',אבן יהודה,ותיקים 57,5,קרקע,160,12500,https://www.yad2.co.il/realestate/item/mkz6hll0?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=68,"2 מרפסות, 4 כיווני אוויר, חניה"
דירת גן,טל שחר,נחל קדרון 28,3,קרקע,105,6000,https://www.yad2.co.il/realestate/item/orvzpe5n?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=68,"3 חדרי מקלחת, חניה, בהזדמנות"
דירה,נתניה,קרל פופר 13,6,2,181,8900,https://www.yad2.co.il/realestate/item/ih7utly2?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=68,"ממ""ד, חניה, נכס חדש"
מרתף/ פרטר,פרדסיה,יונה פישר 57,3,קרקע,55,3700,https://www.yad2.co.il/realestate/item/a424xyix?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=68,"חניה, חבל לפספס, בהזדמנות"
דירה,קרית ביאליק,דרך בגין 1,4,3,85,5450,https://www.yad2.co.il/realestate/item/e1toiecd?opened-from=feed&component-type=main_feed&spot=standard&location=1&pagination=69,"ממ""ד, 3 כיווני אוויר, חניה"
בית פרטי/ קוטג',בנימינה גבעת עדה,האשכול 14,5,קרקע,250,10300,https://www.yad2.co.il/realestate/item/bd3bu7kf?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=69,"2 מרפסות, 4 כיווני אוויר, חניה"
דירת גן,ראשון לציון,אריק איינשטיין 26,4,קרקע,312,10500,https://www.yad2.co.il/realestate/item/96qllxn7?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=69,"ממ""ד, 3 כיווני אוויר, חניה"
