apt-type,city,address,rooms,floor,size,price,apt-link
דו משפחתי,קדימה צורן,הר נבו 11,4,0,380,11800,https://www.yad2.co.il/realestate/item/iw0selwo?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=9
בית פרטי/ קוטג',קדימה צורן,הדולב 24,4.5,0,330,8500,https://www.yad2.co.il/realestate/item/40gp4doa?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=54
בית פרטי/ קוטג',קדימה צורן,הדולב 24,4.5,0,330,8500,https://www.yad2.co.il/realestate/item/40gp4doa?opened-from=feed&component-type=main_feed&spot=standard&location=1&pagination=57
דירה,קדימה צורן,מיימון 18,3,3,74,4000,https://www.yad2.co.il/realestate/item/4sbvsa5f?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=74
דו משפחתי,קדימה צורן,שושן צחור,6,0,193,11000,"https://www.homeless.co.il/rent/viewad,713989.aspx"
בית פרטי,קדימה צורן,הפלמ״ח,6,0,240,11500,"https://www.homeless.co.il/rent/viewad,719376.aspx"
דירה,קיבוץ גבת,שדרת הפיקוסים,2.5,2,50,3000,"https://www.homeless.co.il/rent/viewad,717111.aspx"
דירה,קיבוץ פרוד,פרוד,3,0,81,3000,"https://www.homeless.co.il/rent/viewad,715044.aspx"
בית פרטי/ קוטג',קיסריה,גל 4,8.5,0,601,22000,https://www.yad2.co.il/realestate/item/2mdpqm0l?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=17
בית פרטי/ קוטג',קיסריה,ארבע העונות 9,6,0,675,22000,https://www.yad2.co.il/realestate/item/c4hvyl9r?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=72
סאבלט,קיסריה,ענבר 1,10,0,350,42000,https://www.yad2.co.il/realestate/item/1cy32m37?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=89
יחידת דיור,קצרין,דליות 3,3,1,279,4150,https://www.yad2.co.il/realestate/item/xql4deke?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=4
דירת גן,קצרין,אלונים 5,5.5,1,144,5200,https://www.yad2.co.il/realestate/item/83tz5cug?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=13
יחידת דיור,קצרין,נווה אטיב 17,2,1,70,3000,https://www.yad2.co.il/realestate/item/tmtlmch2?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=80
דו משפחתי,קצרין,ציפורי 6,3,0,425,4500,https://www.yad2.co.il/realestate/item/y9yemrrp?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=100
דירה,קצרין,טיילת גמלא,3,2,75,2880,"https://www.homeless.co.il/rent/viewad,719499.aspx"
דירה,קריית שמונה,הירדן,2,3,57,1700,"https://www.homeless.co.il/rent/viewad,720044.aspx"
יחידת דיור,קרית אונו,איריס 5,1.5,5,41,3500,https://www.yad2.co.il/realestate/item/9f6x4lko?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=11
דירה,קרית אונו,שטרן 123,3.5,3,84,5500,https://www.yad2.co.il/realestate/item/rfgwt4jo?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=44
בית פרטי/ קוטג',קרית אונו,יצחק שדה 15,2.5,0,70,6900,https://www.yad2.co.il/realestate/item/68m09ixs?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=48
דירת גן,קרית אונו,יצחק נבון 6,7,2,227,12400,https://www.yad2.co.il/realestate/item/jmpwp7p0?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=51
דירה,קרית אונו,ענת גוב 2,5,4,130,8000,https://www.yad2.co.il/realestate/item/luak2o77?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=59
דירה,קרית אונו,תנועת המרי 2,4,7,118,6500,https://www.yad2.co.il/realestate/item/msedkx2w?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=67
דירה,קרית אונו,יצחק נבון 2,5,10,130,,https://www.yad2.co.il/realestate/item/mjr0wsoh?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=77
דירה,קרית אונו,"ש""י עגנון 4",5,5,125,7250,https://www.yad2.co.il/realestate/item/3n3py5e2?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=87
דירה,קרית אונו,הקשת,4,4,134,7750,"https://www.homeless.co.il/rent/viewad,710991.aspx"
דירת גג,קרית אונו,שאול המלך,2,15,50,350,"https://www.homeless.co.il/rent/viewad,657606.aspx"
דופלקס,קרית אונו,דרך לוי אשכול,6,8,179,8500,"https://www.homeless.co.il/rent/viewad,708366.aspx"
דירה,קרית אתא,נתיב השומרון 5,4,3,100,3500,https://www.yad2.co.il/realestate/item/bfl73i3q?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=5
דירה,קרית אתא,הנרייטה סולד 11,3,2,60,2800,https://www.yad2.co.il/realestate/item/o1k3jyvp?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=6
גג/ פנטהאוז,קרית אתא,הנביאים 46,5,1,200,5300,https://www.yad2.co.il/realestate/item/vivtp8jh?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=13
דירה,קרית אתא,סמטת יאיר 8,2.5,3,50,2300,https://www.yad2.co.il/realestate/item/3tkg5upg?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=20
דירה,קרית אתא,הרב הרצוג 36,2,3,35,1800,https://www.yad2.co.il/realestate/item/052ohjk7?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=26
דירה,קרית אתא,שדרות יוספטל 23,2.5,1,60,2200,https://www.yad2.co.il/realestate/item/yfp64zo0?opened-from=feed&component-type=main_feed&spot=standard&location=1&pagination=39
דירה,קרית אתא,ברכה פולד 5,4,2,110,4800,https://www.yad2.co.il/realestate/item/ko6t49qf?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=41
דירה,קרית אתא,יבניאלי 3,3,2,60,2500,https://www.yad2.co.il/realestate/item/xcjfvz6g?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=49
יחידת דיור,קרית אתא,הרב שבזי 3,1,0,24,2000,https://www.yad2.co.il/realestate/item/iu9qngwk?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=55
דירה,קרית אתא,בן עמי 23,3.5,3,60,1850,https://www.yad2.co.il/realestate/item/puufjn3p?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=59
יחידת דיור,קרית אתא,שדרות הציונות 39,2,1,45,3000,https://www.yad2.co.il/realestate/item/8wjx4q1p?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=76
יחידת דיור,קרית אתא,שדה בוקר 9,1.5,3,40,2600,https://www.yad2.co.il/realestate/item/76em6wxl?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=86
דירה,קרית אתא,התבור 31,3.5,1,80,2399,https://www.yad2.co.il/realestate/item/pm59l53f?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=93
דירה,קרית אתא,שדרות בורוכוב 31,5,2,125,5400,https://www.yad2.co.il/realestate/item/wpdn93o3?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=98
דירה,קרית אתא,בן עמי,4,2,75,2250,"https://www.homeless.co.il/rent/viewad,708057.aspx"
דירה,קרית אתא,יוספטל,3.5,3,85,2650,"https://www.homeless.co.il/rent/viewad,719713.aspx"
דירה,קרית אתא,שדרות יוספטל,2.5,3,54,2000,"https://www.homeless.co.il/rent/viewad,712166.aspx"
דירה,קרית אתא,יוספטל 28,4,2,65,3000,"https://www.homeless.co.il/rent/viewad,709464.aspx"
דירה,קרית ביאליק,דרור 2,2,3,60,2600,https://www.yad2.co.il/realestate/item/n6kge7ec?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=5
דירה,קרית ביאליק,קרן היסוד 88,2,4,35,2500,https://www.yad2.co.il/realestate/item/ieu94bly?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=8
גג/ פנטהאוז,קרית ביאליק,אריק אינשטיין 1,5,24,200,8900,https://www.yad2.co.il/realestate/item/mten9frz?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=23
דירה,קרית ביאליק,חיים 50,5,9,159,6200,https://www.yad2.co.il/realestate/item/75rl5ncg?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=27
דירה,קרית ביאליק,הזית 14,4,2,170,5200,https://www.yad2.co.il/realestate/item/9wdgamyc?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=35
דירה,קרית ביאליק,אריק אינשטיין 1,4,12,110,100,https://www.yad2.co.il/realestate/item/mmcmmkru?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=36
דירה,קרית ביאליק,"ש""י עגנון 4",3,4,72,2500,https://www.yad2.co.il/realestate/item/0olyd1go?opened-from=feed&component-type=main_feed&spot=standard&location=1&pagination=40
דירה,קרית ביאליק,נפתלי 7,4,2,81,4400,https://www.yad2.co.il/realestate/item/23orrwyi?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=47
דירה,קרית ביאליק,"הפלמ""ח 49",5,0,96,4300,https://www.yad2.co.il/realestate/item/d3g46oz6?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=52
דירת גן,קרית ביאליק,דרך עכו חיפה 26,2,1,240,2500,https://www.yad2.co.il/realestate/item/cjietitf?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=53
דירה,קרית ביאליק,התמרים 4,3.5,2,110,4500,https://www.yad2.co.il/realestate/item/n9trfm87?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=68
דירה,קרית ביאליק,דרך בגין 1,4,3,85,5450,https://www.yad2.co.il/realestate/item/e1toiecd?opened-from=feed&component-type=main_feed&spot=standard&location=1&pagination=69
דירה,קרית ביאליק,קרן קיימת לישראל 71,3,2,68,2750,https://www.yad2.co.il/realestate/item/2s3n0c4h?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=77
דירה,קרית ביאליק,העצמאות 37,3,1,80,3600,https://www.yad2.co.il/realestate/item/vl2h0hoq?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=86
דירה,קרית ביאליק,הפלמ''ח 20א,3.5,3,76,2900,"https://www.homeless.co.il/rent/viewad,710706.aspx"
דירה,קרית ביאליק,ז'בוטינסקי,3,2,80,2950,"https://www.homeless.co.il/rent/viewad,715229.aspx"
דירת גן,קרית ביאליק,רחל,5.5,3,175,5400,"https://www.homeless.co.il/rent/viewad,712102.aspx"
פנטהאוז,קרית ביאליק,"הפלמ""ח",6,3,135,5200,"https://www.homeless.co.il/rent/viewad,720063.aspx"
פנטהאוז,קרית ביאליק,חדרה,4.5,4,200,9000,"https://www.homeless.co.il/rent/viewad,708145.aspx"
דירה,קרית גת,אלי כהן 5,4,12,128,5200,https://www.yad2.co.il/realestate/item/r9h0zq9o?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=24
דירה,קרית גת,רחבת יפתח הגלעדי 9,4,1,124,4000,https://www.yad2.co.il/realestate/item/ns2qg6za?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=25
דירה,קרית גת,משעול אהוד בן גרא,3,1,74,3000,"https://www.homeless.co.il/rent/viewad,719755.aspx"
דירה,קרית גת,שדרות לכיש,3,3,75,2200,"https://www.homeless.co.il/rent/viewad,712574.aspx"
דירה,קרית חיים,אח״י אילת,2,0,50,4000,"https://www.homeless.co.il/rent/viewad,715606.aspx"
דירה,קרית חיים,הגדוד העברי,4,1,110,4000,"https://www.homeless.co.il/rent/viewad,706796.aspx"
דירה,קרית חיים,הגדוד העברי,4,1,110,4000,"https://www.homeless.co.il/rent/viewad,719963.aspx"
דירה,קרית חיים,דגניה,2.5,0,55,2200,"https://www.homeless.co.il/rent/viewad,719078.aspx"
דירה,קרית חיים,דגניה,2.5,0,55,2200,"https://www.homeless.co.il/rent/viewad,710999.aspx"
דירה,קרית חיים,שבטי ישראל,3,4,50,2000,"https://www.homeless.co.il/rent/viewad,715615.aspx"
דירה,קרית חיים,דגניה,3,4,70,2400,"https://www.homeless.co.il/rent/viewad,719078.aspx"
דירה,קרית חיים,דגניה,3,4,70,2400,"https://www.homeless.co.il/rent/viewad,710999.aspx"
דירה,קרית חיים,אלכסנדר זייד,3,1,70,2950,"https://www.homeless.co.il/rent/viewad,706781.aspx"
יחידת דיור,קרית חיים,הגדוד העברי,1,1,30,2500,"https://www.homeless.co.il/rent/viewad,706796.aspx"
יחידת דיור,קרית חיים,הגדוד העברי,1,1,30,2500,"https://www.homeless.co.il/rent/viewad,719963.aspx"
דו משפחתי,קרית טבעון,הכלניות 12,4.5,0,1000,9000,https://www.yad2.co.il/realestate/item/kggcy3u6?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=26
דו משפחתי,קרית טבעון,יזרעאל 20,4.5,0,306,7300,https://www.yad2.co.il/realestate/item/vv44fwhn?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=79
יחידת דיור,קרית טבעון,אלונים,3.5,2,100,3600,"https://www.homeless.co.il/rent/viewad,712170.aspx"
בית פרטי/ קוטג',קרית ים,הערבה 21,4.5,0,180,5500,https://www.yad2.co.il/realestate/item/9zzhcbp2?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=7
דירה,קרית ים,לכיש 61,4,14,107,5600,https://www.yad2.co.il/realestate/item/hhoa1x1d?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=15
יחידת דיור,קרית ים,גולן 5,2,4,30,2400,https://www.yad2.co.il/realestate/item/hw4zmrqv?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=34
יחידת דיור,קרית ים,שדרות ירושלים 49,2,4,40,1850,https://www.yad2.co.il/realestate/item/qilko12h?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=56
בית פרטי/ קוטג',קרית ים,אילת 3,3,0,375,5600,https://www.yad2.co.il/realestate/item/4z8cp8u6?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=72
דירה,קרית ים,"ש""י עגנון 18",3.5,3,95,3850,https://www.yad2.co.il/realestate/item/2ifggr9u?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=80
דירה,קרית מוצקין,כצנלסון 3,4,2,90,5250,https://www.yad2.co.il/realestate/item/0w5c2kbw?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=2
דירה,קרית מוצקין,סעדיה גאון 5,1.5,1,40,1500,https://www.yad2.co.il/realestate/item/hd69nfec?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=12
דירה,קרית מוצקין,"ש""י עגנון 6",5,14,160,7900,https://www.yad2.co.il/realestate/item/9fdokixh?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=15
דירה,קרית מוצקין,רוקח 29,4,1,100,4900,https://www.yad2.co.il/realestate/item/123nrf87?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=38
דירה,קרית מוצקין,מנחם בגין 30,4,3,120,4800,https://www.yad2.co.il/realestate/item/cfl16dyy?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=49
דירה,קרית מוצקין,"ש""י עגנון 12",5,16,165,6300,https://www.yad2.co.il/realestate/item/cf53grn0?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=67
דירה,קרית מוצקין,סמטת אורן 19,3,1,89,4000,https://www.yad2.co.il/realestate/item/7s5q9rrg?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=69
דירה,קרית מוצקין,דרך עכו חיפה 51,3.5,3,75,2900,https://www.yad2.co.il/realestate/item/pexvomqy?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=78
דירה,קרית מוצקין,ציגל 17,4,2,104,4000,https://www.yad2.co.il/realestate/item/bdvwt6pg?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=87
דירה,קרית מוצקין,קדיש לוז 49,3.5,2,75,3500,https://www.yad2.co.il/realestate/item/xmpnckvx?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=90
